date,attendance,away_team,away_team_score,home_team,home_team_score,notes,overtime,playoff,start_et
2008-04-28,20016,Boston Celtics,92,Atlanta Hawks,97,,,True,8:00p
2008-04-28,19264,Los Angeles Lakers,107,Denver Nuggets,101,,,True,10:30p
2008-04-28,17519,Toronto Raptors,92,Orlando Magic,102,,,True,7:30p
2008-04-29,22076,Philadelphia 76ers,81,Detroit Pistons,98,,,True,7:00p
2008-04-29,18269,Utah Jazz,69,Houston Rockets,95,,,True,9:30p
2008-04-29,18260,Dallas Mavericks,94,New Orleans Hornets,99,,,True,7:00p
2008-04-29,18797,Phoenix Suns,87,San Antonio Spurs,92,,,True,9:30p
2008-04-30,18624,Atlanta Hawks,85,Boston Celtics,110,,,True,8:30p
2008-04-30,20562,Washington Wizards,88,Cleveland Cavaliers,87,,,True,6:00p
2008-05-01,14130,Detroit Pistons,100,Philadelphia 76ers,77,,,True,8:00p
2008-05-02,20425,Boston Celtics,100,Atlanta Hawks,103,,,True,8:00p
2008-05-02,19911,Houston Rockets,91,Utah Jazz,113,,,True,10:30p
2008-05-02,20173,Cleveland Cavaliers,105,Washington Wizards,88,,,True,7:00p
2008-05-03,22076,Orlando Magic,72,Detroit Pistons,91,,,True,7:30p
2008-05-03,18040,San Antonio Spurs,82,New Orleans Hornets,101,,,True,10:00p
2008-05-04,18624,Atlanta Hawks,65,Boston Celtics,99,,,True,1:00p
2008-05-04,18997,Utah Jazz,98,Los Angeles Lakers,109,,,True,4:30p
2008-05-05,22076,Orlando Magic,93,Detroit Pistons,100,,,True,7:00p
2008-05-05,17927,San Antonio Spurs,84,New Orleans Hornets,102,,,True,9:30p
2008-05-06,18624,Cleveland Cavaliers,72,Boston Celtics,76,,,True,8:00p
2008-05-07,18997,Utah Jazz,110,Los Angeles Lakers,120,,,True,10:30p
2008-05-07,17519,Detroit Pistons,86,Orlando Magic,111,,,True,8:00p
2008-05-08,18624,Cleveland Cavaliers,73,Boston Celtics,89,,,True,7:00p
2008-05-08,18797,New Orleans Hornets,99,San Antonio Spurs,110,,,True,9:30p
2008-05-09,19911,Los Angeles Lakers,99,Utah Jazz,104,,,True,9:00p
2008-05-10,20562,Boston Celtics,84,Cleveland Cavaliers,108,,,True,8:00p
2008-05-10,17519,Detroit Pistons,90,Orlando Magic,89,,,True,5:00p
2008-05-11,18797,New Orleans Hornets,80,San Antonio Spurs,100,,,True,8:00p
2008-05-11,19911,Los Angeles Lakers,115,Utah Jazz,123,,OT,True,3:30p
2008-05-12,20562,Boston Celtics,77,Cleveland Cavaliers,88,,,True,8:00p
2008-05-13,22076,Orlando Magic,86,Detroit Pistons,91,,,True,7:00p
2008-05-13,18246,San Antonio Spurs,79,New Orleans Hornets,101,,,True,9:30p
2008-05-14,18624,Cleveland Cavaliers,89,Boston Celtics,96,,,True,8:00p
2008-05-14,18997,Utah Jazz,104,Los Angeles Lakers,111,,,True,10:30p
2008-05-15,18797,New Orleans Hornets,80,San Antonio Spurs,99,,,True,9:00p
2008-05-16,20562,Boston Celtics,69,Cleveland Cavaliers,74,,,True,8:00p
2008-05-16,19911,Los Angeles Lakers,108,Utah Jazz,105,,,True,10:30p
2008-05-18,18624,Cleveland Cavaliers,92,Boston Celtics,97,,,True,3:30p
2008-05-19,18235,San Antonio Spurs,91,New Orleans Hornets,82,,,True,8:30p
2008-05-20,18624,Detroit Pistons,79,Boston Celtics,88,,,True,8:30p
2008-05-21,18997,San Antonio Spurs,85,Los Angeles Lakers,89,,,True,9:00p
2008-05-22,18624,Detroit Pistons,103,Boston Celtics,97,,,True,8:30p
2008-05-23,18997,San Antonio Spurs,71,Los Angeles Lakers,101,,,True,9:00p
2008-05-24,22076,Boston Celtics,94,Detroit Pistons,80,,,True,8:30p
2008-05-25,18797,Los Angeles Lakers,84,San Antonio Spurs,103,,,True,8:30p
2008-05-26,22076,Boston Celtics,75,Detroit Pistons,94,,,True,8:30p
2008-05-27,18797,Los Angeles Lakers,93,San Antonio Spurs,91,,,True,9:00p
2008-05-28,18624,Detroit Pistons,102,Boston Celtics,106,,,True,8:30p
2008-05-29,18997,San Antonio Spurs,92,Los Angeles Lakers,100,,,True,9:00p
2008-05-30,22076,Boston Celtics,89,Detroit Pistons,81,,,True,8:30p
2008-06-05,18624,Los Angeles Lakers,88,Boston Celtics,98,,,True,9:00p
2008-06-08,18624,Los Angeles Lakers,102,Boston Celtics,108,,,True,9:00p
2008-06-10,18997,Boston Celtics,81,Los Angeles Lakers,87,,,True,9:00p
2008-06-12,18997,Boston Celtics,97,Los Angeles Lakers,91,,,True,9:00p
2008-06-15,18997,Boston Celtics,98,Los Angeles Lakers,103,,,True,9:00p
2008-06-17,18624,Los Angeles Lakers,92,Boston Celtics,131,,,True,9:00p
2008-10-28,18624,Cleveland Cavaliers,85,Boston Celtics,90,,,False,8:00p
2008-10-28,21762,Milwaukee Bucks,95,Chicago Bulls,108,,,False,8:30p
2008-10-28,18997,Portland Trail Blazers,76,Los Angeles Lakers,96,,,False,10:30p
2008-10-29,22076,Indiana Pacers,94,Detroit Pistons,100,,,False,8:00p
2008-10-29,19128,New Orleans Hornets,108,Golden State Warriors,103,,,False,10:30p
2008-10-29,18196,Memphis Grizzlies,71,Houston Rockets,82,,,False,8:30p
2008-10-29,19060,Los Angeles Lakers,117,Los Angeles Clippers,79,,,False,10:30p
2008-10-29,17820,Sacramento Kings,96,Minnesota Timberwolves,98,,,False,8:00p
2008-10-29,19763,Miami Heat,115,New York Knicks,120,,,False,7:30p
2008-10-29,19136,Milwaukee Bucks,98,Oklahoma City Thunder,87,,,False,8:00p
2008-10-29,17461,Atlanta Hawks,99,Orlando Magic,85,,,False,7:00p
2008-10-29,15750,Toronto Raptors,95,Philadelphia 76ers,84,,,False,6:00p
2008-10-29,18797,Phoenix Suns,103,San Antonio Spurs,98,,,False,8:00p
2008-10-29,19911,Denver Nuggets,94,Utah Jazz,98,,,False,9:00p
2008-10-29,20173,New Jersey Nets,95,Washington Wizards,85,,,False,7:00p
2008-10-30,20562,Charlotte Bobcats,79,Cleveland Cavaliers,96,,,False,7:00p
2008-10-30,20066,Houston Rockets,112,Dallas Mavericks,102,,,False,8:00p
2008-10-30,18422,New Orleans Hornets,108,Phoenix Suns,95,,,False,10:30p
2008-10-31,18624,Chicago Bulls,80,Boston Celtics,96,,,False,8:00p
2008-10-31,11418,Denver Nuggets,113,Los Angeles Clippers,103,,OT,False,10:30p
2008-10-31,16139,Orlando Magic,84,Memphis Grizzlies,86,,,False,8:00p
2008-10-31,19600,Sacramento Kings,77,Miami Heat,103,,,False,7:30p
2008-10-31,11717,New York Knicks,87,Philadelphia 76ers,116,,,False,7:00p
2008-10-31,20516,San Antonio Spurs,99,Portland Trail Blazers,100,,,False,10:30p
2008-10-31,19800,Golden State Warriors,108,Toronto Raptors,112,,OT,False,7:00p
2008-11-01,19651,Philadelphia 76ers,88,Atlanta Hawks,95,,,False,7:00p
2008-11-01,19238,Miami Heat,87,Charlotte Bobcats,100,,,False,7:00p
2008-11-01,21785,Memphis Grizzlies,86,Chicago Bulls,96,,,False,8:30p
2008-11-01,19651,Los Angeles Lakers,104,Denver Nuggets,97,,,False,9:00p
2008-11-01,22076,Washington Wizards,109,Detroit Pistons,117,,,False,7:30p
2008-11-01,16996,Oklahoma City Thunder,77,Houston Rockets,89,,,False,8:30p
2008-11-01,18165,Boston Celtics,79,Indiana Pacers,95,,,False,7:00p
2008-11-01,17036,Toronto Raptors,91,Milwaukee Bucks,87,,,False,8:30p
2008-11-01,16893,Dallas Mavericks,95,Minnesota Timberwolves,85,,,False,8:00p
2008-11-01,17390,Golden State Warriors,105,New Jersey Nets,97,,,False,7:30p
2008-11-01,18150,Cleveland Cavaliers,92,New Orleans Hornets,104,,,False,8:00p
2008-11-01,16704,Sacramento Kings,103,Orlando Magic,121,,,False,7:00p
2008-11-01,18422,Portland Trail Blazers,96,Phoenix Suns,107,,,False,10:00p
2008-11-01,19602,Los Angeles Clippers,79,Utah Jazz,101,,,False,9:00p
2008-11-02,18190,Milwaukee Bucks,94,New York Knicks,86,,,False,6:00p
2008-11-02,18163,Minnesota Timberwolves,85,Oklahoma City Thunder,88,,,False,7:00p
2008-11-03,11023,Detroit Pistons,101,Charlotte Bobcats,83,,,False,7:00p
2008-11-03,19923,Cleveland Cavaliers,100,Dallas Mavericks,81,,,False,8:30p
2008-11-03,12712,Utah Jazz,89,Los Angeles Clippers,73,,,False,10:30p
2008-11-03,10121,Golden State Warriors,79,Memphis Grizzlies,90,,,False,8:00p
2008-11-03,15606,Chicago Bulls,93,Orlando Magic,96,,,False,7:00p
2008-11-03,10100,Sacramento Kings,91,Philadelphia 76ers,125,,,False,7:00p
2008-11-04,18291,Boston Celtics,103,Houston Rockets,99,,,False,8:30p
2008-11-04,15230,Phoenix Suns,114,New Jersey Nets,86,,,False,7:30p
2008-11-04,17398,Dallas Mavericks,98,San Antonio Spurs,81,,,False,8:30p
2008-11-05,20562,Chicago Bulls,93,Cleveland Cavaliers,107,,,False,8:00p
2008-11-05,18194,Denver Nuggets,101,Golden State Warriors,111,,,False,10:30p
2008-11-05,11660,Phoenix Suns,113,Indiana Pacers,103,,,False,7:00p
2008-11-05,18997,Los Angeles Clippers,88,Los Angeles Lakers,106,,,False,10:30p
2008-11-05,15103,Philadelphia 76ers,83,Miami Heat,106,,,False,7:30p
2008-11-05,13895,Washington Wizards,104,Milwaukee Bucks,112,,OT,False,8:00p
2008-11-05,11112,San Antonio Spurs,129,Minnesota Timberwolves,125,,2OT,False,8:00p
2008-11-05,16030,Atlanta Hawks,87,New Orleans Hornets,79,,,False,8:00p
2008-11-05,17977,Charlotte Bobcats,98,New York Knicks,101,,,False,7:30p
2008-11-05,19136,Boston Celtics,96,Oklahoma City Thunder,83,,,False,8:00p
2008-11-05,13685,Memphis Grizzlies,95,Sacramento Kings,100,,,False,10:00p
2008-11-05,18602,Detroit Pistons,100,Toronto Raptors,93,,,False,7:00p
2008-11-05,19911,Portland Trail Blazers,96,Utah Jazz,103,,,False,9:00p
2008-11-06,16407,Philadelphia 76ers,88,Orlando Magic,98,,,False,8:00p
2008-11-06,20611,Houston Rockets,99,Portland Trail Blazers,101,,OT,False,10:30p
2008-11-07,18290,Toronto Raptors,92,Atlanta Hawks,110,,,False,7:30p
2008-11-07,18624,Milwaukee Bucks,89,Boston Celtics,101,,,False,7:30p
2008-11-07,13435,New Orleans Hornets,89,Charlotte Bobcats,92,,,False,7:00p
2008-11-07,21967,Phoenix Suns,83,Chicago Bulls,100,,,False,8:30p
2008-11-07,20562,Indiana Pacers,107,Cleveland Cavaliers,111,,,False,7:30p
2008-11-07,19175,Dallas Mavericks,105,Denver Nuggets,108,,,False,10:30p
2008-11-07,18744,Memphis Grizzlies,109,Golden State Warriors,104,,,False,10:30p
2008-11-07,14670,Houston Rockets,92,Los Angeles Clippers,83,,,False,10:30p
2008-11-07,17767,Detroit Pistons,96,New Jersey Nets,103,,,False,7:30p
2008-11-07,10592,Minnesota Timberwolves,109,Sacramento Kings,121,,,False,10:00p
2008-11-07,17387,Miami Heat,99,San Antonio Spurs,83,,,False,8:00p
2008-11-07,19911,Oklahoma City Thunder,97,Utah Jazz,104,,,False,9:00p
2008-11-07,20173,New York Knicks,114,Washington Wizards,108,,,False,7:00p
2008-11-08,21965,Cleveland Cavaliers,106,Chicago Bulls,97,,,False,8:30p
2008-11-08,14355,New Jersey Nets,80,Indiana Pacers,98,,,False,7:00p
2008-11-08,17935,Phoenix Suns,104,Milwaukee Bucks,96,,,False,8:30p
2008-11-08,17701,Miami Heat,89,New Orleans Hornets,100,,,False,8:00p
2008-11-08,16911,Washington Wizards,81,Orlando Magic,106,,,False,7:00p
2008-11-08,20599,Minnesota Timberwolves,93,Portland Trail Blazers,97,,,False,10:00p
2008-11-09,12111,Toronto Raptors,89,Charlotte Bobcats,79,,,False,1:00p
2008-11-09,14359,Memphis Grizzlies,90,Denver Nuggets,100,,,False,8:00p
2008-11-09,22076,Boston Celtics,88,Detroit Pistons,76,,,False,6:00p
2008-11-09,14249,Dallas Mavericks,92,Los Angeles Clippers,103,,,False,3:30p
2008-11-09,18997,Houston Rockets,82,Los Angeles Lakers,111,,,False,9:30p
2008-11-09,19344,Utah Jazz,99,New York Knicks,107,,,False,3:00p
2008-11-09,18231,Atlanta Hawks,89,Oklahoma City Thunder,85,,,False,7:00p
2008-11-09,12090,Golden State Warriors,98,Sacramento Kings,115,,,False,9:00p
2008-11-10,18624,Toronto Raptors,87,Boston Celtics,94,,,False,7:30p
2008-11-10,10165,Oklahoma City Thunder,99,Indiana Pacers,107,,,False,7:00p
2008-11-10,15028,New Jersey Nets,94,Miami Heat,99,,,False,7:30p
2008-11-10,14210,Portland Trail Blazers,106,Orlando Magic,99,,,False,7:00p
2008-11-10,18422,Memphis Grizzlies,102,Phoenix Suns,107,,,False,9:00p
2008-11-11,10753,Denver Nuggets,88,Charlotte Bobcats,80,,,False,7:00p
2008-11-11,21738,Atlanta Hawks,113,Chicago Bulls,108,,,False,8:30p
2008-11-11,19842,Milwaukee Bucks,93,Cleveland Cavaliers,99,,,False,7:00p
2008-11-11,20391,Los Angeles Lakers,106,Dallas Mavericks,99,,,False,8:30p
2008-11-11,17422,Minnesota Timberwolves,110,Golden State Warriors,113,,OT,False,10:30p
2008-11-11,12839,Utah Jazz,93,Philadelphia 76ers,80,,,False,7:00p
2008-11-11,11423,Detroit Pistons,100,Sacramento Kings,92,,,False,10:00p
2008-11-11,16569,New York Knicks,80,San Antonio Spurs,92,,,False,8:30p
2008-11-12,18624,Atlanta Hawks,102,Boston Celtics,103,,,False,7:30p
2008-11-12,13266,Sacramento Kings,103,Los Angeles Clippers,98,,,False,10:30p
2008-11-12,10129,New York Knicks,132,Memphis Grizzlies,103,,,False,8:00p
2008-11-12,15021,Portland Trail Blazers,104,Miami Heat,96,,,False,8:00p
2008-11-12,14036,San Antonio Spurs,78,Milwaukee Bucks,82,,,False,8:00p
2008-11-12,13551,Indiana Pacers,98,New Jersey Nets,87,,,False,7:30p
2008-11-12,18239,Los Angeles Lakers,93,New Orleans Hornets,86,,,False,8:00p
2008-11-12,18185,Orlando Magic,109,Oklahoma City Thunder,92,,,False,8:00p
2008-11-12,18422,Houston Rockets,94,Phoenix Suns,82,,,False,10:30p
2008-11-12,18093,Philadelphia 76ers,106,Toronto Raptors,96,,,False,7:00p
2008-11-12,14885,Utah Jazz,87,Washington Wizards,95,,,False,8:00p
2008-11-13,21751,Dallas Mavericks,91,Chicago Bulls,98,,,False,8:30p
2008-11-13,20562,Denver Nuggets,99,Cleveland Cavaliers,110,,,False,8:00p
2008-11-13,18477,Detroit Pistons,107,Golden State Warriors,102,,,False,10:30p
2008-11-14,18624,Denver Nuggets,94,Boston Celtics,85,,,False,8:00p
2008-11-14,14189,Utah Jazz,96,Charlotte Bobcats,104,,,False,7:00p
2008-11-14,20085,Orlando Magic,102,Dallas Mavericks,100,,,False,8:30p
2008-11-14,12742,Philadelphia 76ers,94,Indiana Pacers,92,,,False,7:00p
2008-11-14,18997,Detroit Pistons,106,Los Angeles Lakers,95,,,False,10:30p
2008-11-14,11308,Milwaukee Bucks,101,Memphis Grizzlies,96,,OT,False,8:00p
2008-11-14,15284,Washington Wizards,77,Miami Heat,97,,,False,7:30p
2008-11-14,15309,Atlanta Hawks,108,New Jersey Nets,115,,,False,7:30p
2008-11-14,16071,Portland Trail Blazers,82,New Orleans Hornets,87,,,False,8:00p
2008-11-14,18008,Oklahoma City Thunder,106,New York Knicks,116,,,False,7:30p
2008-11-14,12810,Phoenix Suns,97,Sacramento Kings,95,,OT,False,10:00p
2008-11-14,18797,Houston Rockets,75,San Antonio Spurs,77,,,False,8:30p
2008-11-15,18729,New Jersey Nets,119,Atlanta Hawks,107,,,False,7:00p
2008-11-15,21759,Indiana Pacers,91,Chicago Bulls,104,,,False,8:30p
2008-11-15,20562,Utah Jazz,93,Cleveland Cavaliers,105,,,False,7:30p
2008-11-15,18303,New Orleans Hornets,82,Houston Rockets,91,,,False,8:30p
2008-11-15,12823,Golden State Warriors,121,Los Angeles Clippers,103,,,False,3:30p
2008-11-15,17952,Boston Celtics,102,Milwaukee Bucks,97,,OT,False,8:30p
2008-11-15,12213,Portland Trail Blazers,88,Minnesota Timberwolves,83,,,False,8:00p
2008-11-15,13385,Oklahoma City Thunder,85,Philadelphia 76ers,110,,,False,7:00p
2008-11-16,12639,Orlando Magic,90,Charlotte Bobcats,85,,,False,5:30p
2008-11-16,16721,Minnesota Timberwolves,84,Denver Nuggets,90,,,False,8:00p
2008-11-16,19271,Dallas Mavericks,124,New York Knicks,114,,OT,False,6:00p
2008-11-16,18422,Detroit Pistons,86,Phoenix Suns,104,,,False,8:00p
2008-11-16,11699,San Antonio Spurs,90,Sacramento Kings,88,,,False,9:00p
2008-11-16,19800,Miami Heat,96,Toronto Raptors,107,,,False,1:00p
2008-11-17,14962,San Antonio Spurs,86,Los Angeles Clippers,83,,,False,10:30p
2008-11-17,18145,Houston Rockets,100,Oklahoma City Thunder,89,,,False,8:00p
2008-11-17,19911,Phoenix Suns,97,Utah Jazz,109,,,False,9:00p
2008-11-18,18624,New York Knicks,101,Boston Celtics,110,,,False,7:30p
2008-11-18,10935,Dallas Mavericks,100,Charlotte Bobcats,83,,,False,7:00p
2008-11-18,14413,Milwaukee Bucks,105,Denver Nuggets,114,,,False,9:00p
2008-11-18,18284,Portland Trail Blazers,106,Golden State Warriors,111,,,False,10:30p
2008-11-18,13379,Atlanta Hawks,96,Indiana Pacers,113,,,False,7:00p
2008-11-18,18997,Chicago Bulls,109,Los Angeles Lakers,116,,,False,10:30p
2008-11-18,10834,Sacramento Kings,94,Memphis Grizzlies,109,,,False,8:00p
2008-11-18,16911,Cleveland Cavaliers,106,New Jersey Nets,82,,,False,7:30p
2008-11-18,16353,Toronto Raptors,90,Orlando Magic,103,,,False,7:00p
2008-11-18,15102,Miami Heat,94,Washington Wizards,87,,,False,7:00p
2008-11-19,14416,Washington Wizards,87,Atlanta Hawks,91,,,False,7:00p
2008-11-19,22076,Cleveland Cavaliers,89,Detroit Pistons,96,,,False,7:30p
2008-11-19,18203,Dallas Mavericks,96,Houston Rockets,86,,,False,8:00p
2008-11-19,15014,Toronto Raptors,101,Miami Heat,95,,,False,7:30p
2008-11-19,10111,Philadelphia 76ers,96,Minnesota Timberwolves,102,,,False,8:00p
2008-11-19,15533,Sacramento Kings,105,New Orleans Hornets,96,,,False,8:00p
2008-11-19,18312,Los Angeles Clippers,108,Oklahoma City Thunder,88,,,False,8:00p
2008-11-19,20599,Chicago Bulls,74,Portland Trail Blazers,116,,,False,10:30p
2008-11-19,16559,Denver Nuggets,91,San Antonio Spurs,81,,,False,8:30p
2008-11-19,19911,Milwaukee Bucks,94,Utah Jazz,105,,,False,9:00p
2008-11-20,18624,Detroit Pistons,80,Boston Celtics,98,,,False,8:00p
2008-11-20,18422,Los Angeles Lakers,105,Phoenix Suns,92,,,False,10:30p
2008-11-21,15068,Charlotte Bobcats,83,Atlanta Hawks,88,,,False,7:30p
2008-11-21,20035,Memphis Grizzlies,76,Dallas Mavericks,91,,,False,8:30p
2008-11-21,19596,Chicago Bulls,115,Golden State Warriors,110,,,False,10:30p
2008-11-21,14699,Orlando Magic,100,Indiana Pacers,98,,OT,False,7:00p
2008-11-21,18997,Denver Nuggets,90,Los Angeles Lakers,104,,,False,10:30p
2008-11-21,14898,New York Knicks,87,Milwaukee Bucks,104,,,False,8:30p
2008-11-21,19107,Boston Celtics,95,Minnesota Timberwolves,78,,,False,8:00p
2008-11-21,19136,New Orleans Hornets,105,Oklahoma City Thunder,80,,,False,9:30p
2008-11-21,13474,Los Angeles Clippers,88,Philadelphia 76ers,89,,,False,7:00p
2008-11-21,12056,Portland Trail Blazers,117,Sacramento Kings,96,,,False,10:00p
2008-11-21,17354,Utah Jazz,94,San Antonio Spurs,119,,,False,8:30p
2008-11-21,19800,New Jersey Nets,129,Toronto Raptors,127,,OT,False,7:00p
2008-11-21,20173,Houston Rockets,103,Washington Wizards,91,,,False,7:00p
2008-11-22,12096,Milwaukee Bucks,79,Charlotte Bobcats,74,,,False,7:00p
2008-11-22,20562,Atlanta Hawks,96,Cleveland Cavaliers,110,,,False,7:30p
2008-11-22,13121,Utah Jazz,103,Memphis Grizzlies,94,,,False,8:00p
2008-11-22,18685,Indiana Pacers,100,Miami Heat,109,,,False,7:30p
2008-11-22,17677,Los Angeles Clippers,95,New Jersey Nets,112,,,False,7:30p
2008-11-22,16023,Oklahoma City Thunder,97,New Orleans Hornets,109,,,False,8:00p
2008-11-22,19763,Washington Wizards,117,New York Knicks,122,,,False,7:30p
2008-11-22,17461,Houston Rockets,100,Orlando Magic,95,,,False,7:00p
2008-11-22,18422,Portland Trail Blazers,92,Phoenix Suns,102,,,False,9:00p
2008-11-23,16202,Chicago Bulls,101,Denver Nuggets,114,,,False,9:00p
2008-11-23,22076,Minnesota Timberwolves,106,Detroit Pistons,80,,,False,6:00p
2008-11-23,18997,Sacramento Kings,108,Los Angeles Lakers,118,,,False,9:30p
2008-11-23,13556,Golden State Warriors,81,Philadelphia 76ers,89,,,False,5:00p
2008-11-23,19800,Boston Celtics,118,Toronto Raptors,103,,,False,12:30p
2008-11-24,10848,Philadelphia 76ers,84,Charlotte Bobcats,93,,,False,7:00p
2008-11-24,14956,New Orleans Hornets,99,Los Angeles Clippers,87,,,False,10:30p
2008-11-24,12053,San Antonio Spurs,94,Memphis Grizzlies,81,,,False,8:00p
2008-11-24,18704,Houston Rockets,107,Miami Heat,98,,,False,7:30p
2008-11-24,16245,Milwaukee Bucks,101,Orlando Magic,108,,,False,7:00p
2008-11-24,20467,Sacramento Kings,90,Portland Trail Blazers,91,,,False,10:00p
2008-11-24,19911,Chicago Bulls,101,Utah Jazz,100,,,False,9:00p
2008-11-25,19996,Indiana Pacers,106,Dallas Mavericks,109,,,False,8:30p
2008-11-25,18997,New Jersey Nets,93,Los Angeles Lakers,120,,,False,10:30p
2008-11-25,19763,Cleveland Cavaliers,119,New York Knicks,101,,,False,7:30p
2008-11-25,19136,Phoenix Suns,99,Oklahoma City Thunder,98,,,False,8:00p
2008-11-25,13852,Golden State Warriors,100,Washington Wizards,124,,,False,7:00p
2008-11-26,15730,Milwaukee Bucks,96,Atlanta Hawks,102,,,False,7:00p
2008-11-26,18624,Golden State Warriors,111,Boston Celtics,119,,,False,7:30p
2008-11-26,19753,Oklahoma City Thunder,82,Cleveland Cavaliers,117,,,False,7:00p
2008-11-26,22076,New York Knicks,96,Detroit Pistons,110,,,False,8:00p
2008-11-26,18194,Indiana Pacers,91,Houston Rockets,90,,,False,8:30p
2008-11-26,14934,Denver Nuggets,106,Los Angeles Clippers,105,,,False,10:30p
2008-11-26,11708,Phoenix Suns,110,Minnesota Timberwolves,102,,,False,8:00p
2008-11-26,14985,Orlando Magic,96,Philadelphia 76ers,94,,,False,7:30p
2008-11-26,20528,Miami Heat,68,Portland Trail Blazers,106,,,False,10:00p
2008-11-26,11650,New Jersey Nets,116,Sacramento Kings,114,,OT,False,10:00p
2008-11-26,17837,Chicago Bulls,88,San Antonio Spurs,98,,,False,8:30p
2008-11-26,17414,Charlotte Bobcats,86,Toronto Raptors,93,,,False,7:00p
2008-11-26,19911,Memphis Grizzlies,100,Utah Jazz,117,,,False,9:00p
2008-11-27,15563,New Orleans Hornets,105,Denver Nuggets,101,,,False,10:30p
2008-11-27,13295,Orlando Magic,105,Washington Wizards,90,,,False,8:00p
2008-11-28,18624,Philadelphia 76ers,78,Boston Celtics,102,,,False,7:30p
2008-11-28,20562,Golden State Warriors,97,Cleveland Cavaliers,112,,,False,7:30p
2008-11-28,22076,Milwaukee Bucks,97,Detroit Pistons,107,,,False,8:00p
2008-11-28,17160,Charlotte Bobcats,115,Indiana Pacers,108,,OT,False,8:00p
2008-11-28,18997,Dallas Mavericks,107,Los Angeles Lakers,114,,,False,10:30p
2008-11-28,18229,Minnesota Timberwolves,105,Oklahoma City Thunder,103,,,False,8:00p
2008-11-28,18422,Miami Heat,107,Phoenix Suns,92,,,False,8:00p
2008-11-28,20638,New Orleans Hornets,86,Portland Trail Blazers,101,,,False,10:00p
2008-11-28,17074,Memphis Grizzlies,98,San Antonio Spurs,109,,,False,8:30p
2008-11-28,19200,Atlanta Hawks,88,Toronto Raptors,93,,,False,7:00p
2008-11-28,19911,Sacramento Kings,94,Utah Jazz,120,,,False,9:00p
2008-11-29,19177,Boston Celtics,89,Charlotte Bobcats,84,,,False,7:00p
2008-11-29,18282,San Antonio Spurs,84,Houston Rockets,103,,,False,8:30p
2008-11-29,16245,Miami Heat,96,Los Angeles Clippers,97,,,False,10:30p
2008-11-29,11977,Oklahoma City Thunder,111,Memphis Grizzlies,103,,,False,8:00p
2008-11-29,16237,Cleveland Cavaliers,97,Milwaukee Bucks,85,,,False,9:00p
2008-11-29,14197,Denver Nuggets,106,Minnesota Timberwolves,97,,,False,8:00p
2008-11-29,19317,Golden State Warriors,125,New York Knicks,138,,,False,7:30p
2008-11-29,17172,Indiana Pacers,96,Orlando Magic,110,,,False,7:00p
2008-11-29,12650,Dallas Mavericks,101,Sacramento Kings,78,,,False,10:00p
2008-11-29,19911,New Jersey Nets,105,Utah Jazz,88,,,False,9:00p
2008-11-29,18110,Atlanta Hawks,102,Washington Wizards,98,,,False,7:00p
2008-11-30,17201,Houston Rockets,94,Denver Nuggets,104,,,False,8:00p
2008-11-30,22076,Portland Trail Blazers,96,Detroit Pistons,85,,,False,3:00p
2008-11-30,18997,Toronto Raptors,99,Los Angeles Lakers,112,,,False,9:30p
2008-11-30,13561,Chicago Bulls,103,Philadelphia 76ers,92,,,False,5:00p
2008-11-30,18422,New Jersey Nets,117,Phoenix Suns,109,,,False,8:00p
2008-12-01,18624,Orlando Magic,88,Boston Celtics,107,,,False,7:30p
2008-12-01,9285,Minnesota Timberwolves,90,Charlotte Bobcats,100,,,False,7:00p
2008-12-01,18723,Miami Heat,130,Golden State Warriors,129,,OT,False,10:30p
2008-12-02,20485,Philadelphia 76ers,103,Chicago Bulls,95,,OT,False,8:30p
2008-12-02,19670,Los Angeles Clippers,98,Dallas Mavericks,100,,,False,8:30p
2008-12-02,14243,Toronto Raptors,93,Denver Nuggets,132,,,False,9:00p
2008-12-02,16412,Los Angeles Lakers,117,Indiana Pacers,118,,,False,7:00p
2008-12-02,15062,Washington Wizards,108,New Jersey Nets,88,,,False,7:30p
2008-12-02,18664,Portland Trail Blazers,104,New York Knicks,97,,,False,7:30p
2008-12-02,10798,Utah Jazz,99,Sacramento Kings,94,,,False,10:00p
2008-12-02,17582,Detroit Pistons,89,San Antonio Spurs,77,,,False,8:30p
2008-12-03,12088,Memphis Grizzlies,95,Atlanta Hawks,105,,,False,7:00p
2008-12-03,18624,Indiana Pacers,96,Boston Celtics,114,,,False,7:30p
2008-12-03,11629,Oklahoma City Thunder,97,Charlotte Bobcats,103,,,False,7:00p
2008-12-03,20562,New York Knicks,82,Cleveland Cavaliers,118,,,False,7:00p
2008-12-03,15358,Los Angeles Clippers,96,Houston Rockets,103,,,False,8:30p
2008-12-03,13684,Chicago Bulls,90,Milwaukee Bucks,97,,,False,8:00p
2008-12-03,15804,Phoenix Suns,91,New Orleans Hornets,104,,,False,8:00p
2008-12-03,15705,Minnesota Timberwolves,89,Orlando Magic,100,,,False,7:00p
2008-12-03,19119,Los Angeles Lakers,114,Philadelphia 76ers,102,,,False,7:00p
2008-12-03,19911,Miami Heat,93,Utah Jazz,89,,,False,9:00p
2008-12-03,12802,Portland Trail Blazers,98,Washington Wizards,92,,,False,7:00p
2008-12-04,19813,Phoenix Suns,97,Dallas Mavericks,112,,,False,8:00p
